100
200
62,17
17,62
55,53
53,55
68,35
35,68
35,71
71,35
71,68
68,71
80,1
1,80
1,26
26,1
26,80
80,26
64,89
89,64
18,24
24,18
98,37
37,98
37,23
23,37
23,98
98,23
30,85
85,30
85,73
73,85
73,30
30,73
52,45
45,52
45,77
77,45
77,90
90,77
90,52
52,90
72,91
91,72
4,7
7,4
7,74
74,7
74,19
19,74
19,4
4,19
61,3
3,61
3,75
75,3
75,61
61,75
2,63
63,2
63,36
36,63
36,99
99,36
99,88
88,99
88,2
2,88
33,47
47,33
69,94
94,69
40,12
12,40
15,97
97,15
97,65
65,97
65,67
67,65
67,15
15,67
57,21
21,57
87,28
28,87
70,16
16,70
59,8
8,59
29,42
42,29
42,78
78,42
78,29
29,78
14,46
46,14
46,0
0,46
0,14
14,0
50,11
11,50
11,82
82,11
82,93
93,82
93,54
54,93
54,50
50,54
84,76
76,84
76,20
20,76
20,84
84,20
58,41
41,58
