150623
301246
37604,64574
64574,37604
111049,105778
105778,111049
105778,77729
77729,105778
77729,111049
111049,77729
87828,40818
40818,87828
141054,14671
14671,141054
14671,123472
123472,14671
123472,141054
141054,123472
73845,89639
89639,73845
2987,42195
42195,2987
13698,116502
116502,13698
68563,35876
35876,68563
35876,122284
122284,35876
122284,20628
20628,122284
20628,68563
68563,20628
92662,107447
107447,92662
107447,104738
104738,107447
104738,61262
61262,104738
61262,92662
92662,61262
17567,125340
125340,17567
39517,144319
144319,39517
17408,37390
37390,17408
66523,96513
96513,66523
96513,142888
142888,96513
142888,66523
66523,142888
119960,7809
7809,119960
7809,106824
106824,7809
106824,86414
86414,106824
86414,97890
97890,86414
97890,141611
141611,97890
141611,119960
119960,141611
117182,31659
31659,117182
3080,78104
78104,3080
137649,112383
112383,137649
112383,26682
26682,112383
26682,137649
137649,26682
126913,83299
83299,126913
90171,65195
65195,90171
65195,108225
108225,65195
108225,12916
12916,108225
12916,90171
90171,12916
22458,69110
69110,22458
116990,7893
7893,116990
107210,56684
56684,107210
53067,29139
29139,53067
29139,13129
13129,29139
13129,18969
18969,13129
18969,12860
12860,18969
12860,99273
99273,12860
99273,67648
67648,99273
67648,63271
63271,67648
63271,53067
53067,63271
70033,75101
75101,70033
132269,65464
65464,132269
44848,45731
45731,44848
3859,105961
105961,3859
105961,24145
24145,105961
24145,3859
3859,24145
63547,150171
150171,63547
150171,103617
103617,150171
103617,63547
63547,103617
70609,62156
62156,70609
62156,77704
77704,62156
77704,128881
128881,77704
128881,6300
6300,128881
6300,64460
64460,6300
64460,40741
40741,64460
40741,70609
70609,40741
108670,25018
25018,108670
25018,31915
31915,25018
31915,108670
108670,31915
136287,8067
8067,136287
8067,111330
111330,8067
111330,139474
139474,111330
139474,136287
136287,139474
98307,121063
121063,98307
121063,40789
40789,121063
40789,48104
48104,40789
48104,98307
98307,48104
80162,39873
39873,80162
39873,119789
119789,39873
119789,24403
24403,119789
24403,80162
80162,24403
121134,11678
11678,121134
11678,12597
12597,11678
12597,121134
121134,12597
122941,49794
49794,122941
49794,143701
143701,49794
143701,114635
114635,143701
114635,69966
69966,114635
69966,23195
23195,69966
23195,122941
122941,23195
65743,62245
62245,65743
149180,132006
132006,149180
132006,132048
132048,132006
132048,149180
149180,132048
135752,6543
6543,135752
6543,112761
112761,6543
112761,47601
47601,112761
47601,86895
86895,47601
86895,135752
135752,86895
4306,127545
127545,4306
48530,92628
92628,48530
137270,114824
114824,137270
114824,35467
35467,114824
35467,137270
137270,35467
33268,32544
32544,33268
78957,30328
30328,78957
30328,14562
14562,30328
14562,47370
47370,14562
47370,126027
