1000
2000
342,734
734,342
188,215
215,188
846,841
841,846
841,6
6,841
6,334
334,6
334,645
645,334
645,846
846,645
469,581
581,469
581,497
497,581
497,61
61,497
61,259
259,61
259,469
469,259
608,966
966,608
495,964
964,495
639,536
536,639
831,413
413,831
413,421
421,413
421,831
831,421
42,717
717,42
382,634
634,382
922,689
689,922
322,511
511,322
511,737
737,511
737,249
249,737
249,322
322,249
258,331
331,258
918,52
52,918
52,221
221,52
221,807
807,221
807,918
918,807
120,73
73,120
73,975
975,73
975,327
327,975
327,120
120,327
825,998
998,825
915,793
793,915
475,968
968,475
968,472
472,968
472,475
475,472
191,519
519,191
519,135
135,519
135,191
191,135
728,827
827,728
789,543
543,789
416,417
417,416
850,207
207,850
207,116
116,207
116,893
893,116
893,21
21,893
21,446
446,21
446,850
850,446
877,44
44,877
44,901
901,44
901,877
877,901
192,757
757,192
757,812
812,757
812,192
192,812
231,882
882,231
143,383
383,143
383,182
182,383
182,143
143,182
805,58
58,805
747,662
662,747
662,675
675,662
675,747
747,675
735,617
617,735
617,373
373,617
373,168
168,373
168,721
721,168
721,735
735,721
337,564
564,337
987,991
991,987
991,586
586,991
586,987
987,586
158,436
436,158
436,667
667,436
667,719
719,667
719,158
158,719
401,590
590,401
590,300
300,590
300,401
401,300
146,944
944,146
363,176
176,363
176,971
971,176
971,109
109,971
109,363
363,109
637,698
698,637
698,10
10,698
10,637
637,10
222,210
210,222
851,72
72,851
751,35
35,751
35,701
701,35
701,618
618,701
618,347
347,618
347,751
751,347
910,220
220,910
732,281
281,732
84,924
924,84
274,386
386,274
386,228
228,386
228,262
262,228
262,254
254,262
254,274
274,254
480,646
646,480
478,641
641,478
641,184
184,641
184,173
173,184
173,957
957,173
957,784
784,957
784,478
478,784
523,170
170,523
170,906
906,170
906,835
835,906
835,339
339,835
339,762
762,339
762,934
934,762
934,562
562,934
562,523
523,562
125,467
467,125
205,394
394,205
501,837
837,501
861,39
39,861
39,828
828,39
828,861
861,828
709,484
484,709
484,973
973,484
973,458
458,973
458,709
709,458
496,200
200,496
200,629
629,200
629,33
33,629
33,496
496,33
977,879
879,977
879,743
743,879
743,420
420,743
420,594
594,420
594,931
931,594
931,977
977,931
271,843
843,271
854,813
813,854
895,626
626,895
626,270
270,626
270,246
246,270
246,317
317,246
317,66
66,317
66,605
605,66
605,895
895,605
632,819
819,632
716,402
402,716
402,96
96,402
96,716
716,96
278,925
925,278
925,529
529,925
529,663
663,529
663,650
650,663
650,278
278,650
185,76
76,185
76,345
345,76
345,185
185,345
808,514
514,808
514,589
589,514
589,808
808,589
673,299
299,673
299,437
437,299
437,671
671,437
671,333
333,671
333,98
98,333
98,673
673,98
814,134
134,814
134,423
423,134
423,814
814,423
980,328
328,980
727,587
587,727
682,232
232,682
655,798
798,655
798,336
336,798
336,655
655,336
166,853
853,166
853,859
859,853
859,166
166,859
873,306
306,873
306,832
832,306
832,687
687,832
687,873
873,687
14,527
527,14
527,391
391,527
391,520
520,391
520,753
753,520
753,14
14,753
124,921
921,124
17,839
839,17
765,138
138,765
138,341
341,138
341,765
765,341
180,379
379,180
379,943
943,379
943,180
180,943
488,602
602,488
602,929
929,602
929,903
903,929
903,488
488,903
71,161
161,71
161,289
289,161
289,71
71,289
301,378
378,301
378,652
652,378
652,301
301,652
310,443
443,310
443,468
468,443
468,310
310,468
377,439
439,377
482,884
884,482
959,610
610,959
610,658
658,610
658,959
959,658
253,794
794,253
11,596
596,11
504,599
599,504
460,450
450,460
912,471
471,912
989,419
419,989
178,518
518,178
518,739
739,518
739,660
660,739
660,630
630,660
630,178
178,630
978,936
936,978
431,261
261,431
261,764
764,261
764,201
201,764
201,361
361,201
361,60
60,361
60,613
613,60
613,431
431,613
69,428
428,69
428,30
30,428
30,69
69,30
772,697
697,772
86,763
763,86
107,933
933,107
933,462
462,933
462,243
243,462
243,107
107,243
985,545
545,985
545,359
359,545
359,985
985,359
7,902
902,7
746,567
567,746
16,552
552,16
622,960
960,622
960,649
649,960
649,622
622,649
720,974
974,720
974,356
356,974
356,720
720,356
557,227
227,557
696,398
398,696
481,303
303,481
303,340
340,303
340,381
381,340
381,481
481,381
690,318
318,690
318,541
541,318
541,198
198,541
198,690
690,198
914,106
106,914
106,526
526,106
526,914
914,526
548,705
705,548
871,638
638,871
390,130
